stature_cm,weight_kg,chest_circumference,buttock_circumference,waist_circumference,thigh_circumference,ankle_circumference,biacromial_breadth,knee_height_sitting,calf_circumference,arm_circumference_flexed
174.0,80.1,101.4,102.3,90.8,64.1,22.7,39.5,54.5,39.6,34.3
171.0,94.0,114.3,103.3,107.2,64.7,22.5,41.1,51.8,40.8,37.5
180.4,100.2,118.8,107.1,101.6,67.8,23.8,46.8,57.4,42.7,40.3
171.9,89.8,110.9,104.3,100.2,62.7,22.4,41.7,52.9,40.2,35.1
179.4,64.5,90.2,89.6,77.2,53.8,22.3,40.6,56.4,34.8,29.4
173.6,62.3,88.6,92.7,78.7,53.6,21.1,42.5,52.7,34.3,28.5
161.6,76.9,104.7,102.1,91.8,62.8,21.9,40.7,51.0,39.3,35.2
174.4,62.7,91.7,87.5,72.5,53.9,21.3,41.1,56.8,35.0,30.2
181.6,85.5,104.7,107.4,95.2,63.4,24.8,43.1,59.7,41.0,34.1
174.9,85.5,107.6,97.8,98.5,63.9,21.0,42.7,52.9,38.3,36.8
174.9,88.1,114.3,106.4,95.1,63.8,23.5,42.5,56.1,38.0,36.8
166.8,76.5,108.2,97.3,89.3,59.1,21.9,43.1,52.2,38.3,36.8
157.5,62.8,99.1,88.5,86.0,56.1,20.7,39.9,47.8,35.2,29.8
170.8,75.6,103.4,96.1,88.3,57.5,22.5,40.9,53.4,37.0,32.3
164.5,81.3,104.8,101.9,89.6,63.9,21.0,40.4,51.1,38.0,41.8
182.5,95.6,108.3,104.8,91.8,65.9,24.4,43.0,60.6,41.8,40.1
180.0,76.5,100.4,98.8,89.1,57.7,23.2,40.9,56.5,38.5,30.7
181.0,82.3,104.4,97.8,84.3,60.7,23.1,41.8,56.2,39.0,36.5
171.8,82.5,104.1,103.0,89.6,63.8,23.1,40.0,52.3,41.4,36.4
180.8,110.0,113.8,120.4,102.2,75.1,25.1,42.3,59.7,43.6,46.1
181.4,77.3,99.1,97.2,87.0,59.6,23.2,44.0,54.1,38.7,33.7
164.9,80.7,107.3,99.6,97.5,62.7,22.6,40.6,51.3,38.4,34.7
185.7,109.9,117.6,113.3,109.7,69.4,25.4,43.0,57.7,41.1,41.2
176.5,105.9,123.8,111.3,118.7,71.5,22.7,42.4,57.0,40.6,39.8
174.8,104.4,116.5,114.5,105.5,72.1,24.7,44.4,53.0,45.9,38.0
173.0,84.6,105.7,103.2,102.8,60.3,22.0,41.3,53.8,38.7,33.3
187.0,122.3,123.8,116.8,121.7,72.1,25.4,44.1,60.3,45.2,39.4
187.0,100.0,105.9,106.2,103.6,66.4,24.7,41.3,58.6,43.8,35.4
178.0,83.5,97.8,101.2,87.4,62.3,23.9,41.4,57.1,42.0,35.0
176.1,69.0,98.2,95.8,85.0,58.8,20.8,40.5,54.1,35.3,29.6
179.3,100.2,112.5,109.8,101.1,66.7,24.5,42.9,55.5,43.3,37.7
178.1,94.1,105.3,110.8,95.3,69.0,24.7,43.2,56.3,42.0,36.4
170.5,83.4,113.4,98.4,97.5,58.3,21.5,41.6,53.1,35.9,35.0
176.1,114.5,122.3,117.9,116.4,76.3,24.3,41.7,54.7,44.3,43.8
183.6,83.3,105.6,102.4,94.7,61.2,21.6,44.1,57.5,37.3,32.9
163.9,94.5,121.3,108.8,109.3,65.9,23.9,41.5,50.8,42.1,40.4
180.9,86.8,110.9,101.1,95.6,62.0,23.2,42.4,58.5,37.8,38.0
173.8,93.8,113.7,105.7,104.1,64.7,22.8,40.9,53.4,40.5,36.1
175.1,96.6,110.4,105.2,108.6,65.3,22.5,42.5,53.7,41.6,38.3
174.1,100.8,112.7,102.8,105.8,67.2,23.5,41.5,53.5,42.0,44.9
170.7,92.1,111.9,107.4,104.9,69.4,22.0,41.0,53.6,39.5,36.4
173.6,102.3,112.7,113.0,105.3,71.2,24.0,42.4,53.5,41.6,37.8
164.9,94.9,118.5,109.1,102.4,65.7,23.3,40.5,52.3,40.8,40.4
176.7,95.0,112.6,105.9,103.8,65.5,23.7,43.8,54.0,37.8,37.7
183.1,113.5,116.6,121.8,108.8,75.8,24.7,41.6,57.8,45.3,40.9
162.1,73.5,105.8,96.2,97.7,57.2,21.4,37.2,51.2,38.3,32.7
174.7,74.8,101.8,97.2,79.0,58.2,22.7,40.8,54.5,36.6,36.1
172.8,76.5,100.2,97.7,79.6,59.2,22.9,41.2,53.0,41.2,37.1
180.1,84.2,102.9,97.4,86.8,60.8,22.3,41.7,56.5,39.4,38.0
181.4,88.6,105.4,105.2,87.3,64.8,23.0,44.1,57.3,39.7,38.7
187.0,72.6,95.7,98.5,82.0,55.8,23.1,40.3,58.0,35.7,30.5
186.1,82.9,102.1,99.3,94.6,58.3,22.7,43.8,59.0,37.6,33.3
180.6,82.8,101.2,103.3,89.5,60.7,21.9,42.4,57.3,37.6,34.2
179.4,91.7,112.8,105.1,98.0,65.4,22.6,40.3,56.6,39.7,40.8
180.5,106.4,117.4,114.4,107.3,69.3,23.2,46.1,55.5,41.6,38.1
184.3,80.4,101.2,97.6,85.4,61.2,22.7,41.4,58.6,38.8,34.5
199.3,94.7,103.4,106.1,89.9,64.4,23.3,42.4,62.3,40.7,35.2
184.7,95.1,111.2,108.2,99.4,67.3,23.0,45.5,58.1,40.6,37.1
169.4,71.4,99.6,95.9,86.0,58.7,21.5,41.0,50.7,34.6,34.5
167.3,57.8,89.9,86.9,72.2,51.6,19.8,41.0,51.4,34.5,29.7
187.4,80.3,101.7,98.1,84.5,60.4,23.9,41.3,58.8,39.7,32.8
173.6,77.5,107.6,96.4,90.6,58.7,21.3,40.2,53.5,36.2,34.1
178.9,93.8,113.3,108.6,94.2,65.6,24.0,44.7,56.0,41.6,37.4
167.2,96.2,117.7,113.2,107.0,70.9,23.5,41.9,52.1,40.8,39.8
172.1,82.2,101.7,100.5,93.2,63.6,22.3,36.3,51.3,37.6,37.6
186.4,88.0,107.4,100.8,90.6,60.5,22.3,44.1,60.7,38.5,39.1
184.0,95.5,115.1,111.4,98.0,65.6,23.0,44.2,58.7,40.4,38.7
177.4,59.6,85.7,87.9,72.5,48.4,21.3,40.2,54.8,33.0,26.3
166.4,79.4,106.0,102.5,92.1,62.4,22.7,40.6,51.2,39.3,33.1
178.1,68.2,90.4,93.0,77.4,53.8,22.0,40.9,56.7,36.3,31.8
177.8,86.3,103.4,101.2,92.6,61.1,25.1,43.0,54.3,41.3,35.1
176.0,80.1,100.7,97.5,82.5,62.8,24.2,43.3,58.6,39.8,35.9
173.0,72.3,96.2,96.7,83.3,60.3,20.5,41.7,56.7,35.9,34.3
189.0,102.3,111.4,106.2,89.1,66.2,24.1,46.4,59.6,43.1,42.0
192.6,101.0,104.8,109.9,91.8,68.4,24.6,46.3,62.8,41.9,38.8
179.5,83.0,106.8,96.7,90.2,59.7,22.2,41.8,55.7,36.6,38.4
173.0,78.4,102.7,98.7,87.6,63.2,23.2,40.0,53.4,39.1,33.1
178.5,106.9,115.1,112.1,101.1,70.8,26.7,45.8,56.8,46.4,40.9
180.5,80.9,103.9,98.2,83.5,59.7,21.5,44.3,55.1,37.2,36.5
163.8,79.4,104.7,103.2,93.1,64.4,22.7,40.1,53.1,39.9,37.6
178.9,60.6,90.6,88.5,73.1,49.5,22.7,39.3,56.0,34.3,28.0
168.5,65.4,96.1,94.0,79.8,56.1,20.8,40.8,52.2,33.3,32.0
169.3,74.8,104.0,99.2,86.0,62.6,21.6,39.2,52.7,39.2,35.4
170.0,68.2,96.8,90.4,74.2,53.2,21.3,39.4,49.4,35.8,34.7
173.8,83.3,104.1,99.8,92.5,62.8,21.5,41.5,55.9,40.3,36.3
186.2,102.5,117.3,109.4,100.0,65.9,25.2,43.7,59.3,42.6,37.2
169.6,82.8,105.1,101.8,86.0,66.3,22.9,38.7,51.6,40.6,38.1
179.8,89.1,106.1,103.8,89.3,65.3,24.1,42.2,55.8,40.7,37.5
176.8,94.9,112.8,110.5,99.5,66.1,24.0,43.5,55.5,41.0,36.7
162.9,70.2,97.9,98.2,92.0,59.8,21.2,37.8,50.4,35.7,32.2
186.6,122.3,127.7,114.7,111.0,70.4,24.7,47.8,59.0,44.3,40.5
189.4,95.4,115.9,107.5,103.2,60.7,23.7,43.7,58.7,39.6,33.0
164.8,72.7,104.1,97.2,86.8,58.8,20.8,36.3,52.7,36.3,31.0
178.8,100.8,118.7,110.6,106.4,68.1,23.0,45.4,57.9,40.3,40.0
180.8,88.0,111.5,105.2,100.2,61.3,22.6,39.7,59.1,39.3,35.8
184.7,110.3,115.8,112.5,113.7,69.2,24.9,41.3,58.2,43.6,38.4
167.6,70.0,93.3,92.4,79.9,61.1,22.6,39.8,52.8,37.7,34.0
177.4,86.1,107.6,100.7,91.2,63.1,22.0,43.7,56.2,38.3,39.9
166.0,78.6,105.3,103.5,89.4,63.4,21.9,40.8,51.3,38.3,36.1
176.0,79.2,100.4,100.9,81.3,63.0,23.3,40.0,55.4,41.2,33.5
175.7,78.5,99.1,100.5,89.7,60.3,23.4,41.2,55.5,39.3,34.6
169.8,53.3,86.2,84.7,70.3,47.2,19.5,36.0,53.2,32.0,30.6
176.1,67.7,90.6,92.2,78.8,54.5,21.9,40.7,54.6,36.3,30.7
167.8,84.3,106.8,107.7,99.1,66.8,22.3,40.4,51.8,39.3,37.4
179.6,90.8,109.3,104.1,86.0,66.2,24.7,42.9,57.3,41.2,36.0
164.1,75.7,98.7,100.8,94.5,60.7,22.5,38.5,51.4,38.7,34.5
185.7,62.9,94.0,86.9,77.6,50.7,20.8,37.7,57.2,33.4,29.1
170.8,55.1,83.7,88.7,70.3,49.6,20.3,38.5,53.0,32.7,26.8
181.6,96.2,113.7,103.9,104.6,62.8,23.8,40.9,56.7,39.8,41.7
168.0,75.1,97.3,102.0,94.0,62.4,22.7,38.0,52.3,39.3,34.6
175.8,93.9,113.2,112.8,99.4,69.1,22.8,41.6,58.5,40.7,38.6
189.8,105.5,109.1,117.1,100.0,72.8,24.7,39.5,59.1,44.2,38.6
173.3,63.3,92.8,91.3,78.5,50.2,20.2,38.9,53.8,32.6,29.0
168.0,70.4,100.6,96.2,90.5,57.3,20.3,38.5,51.6,35.3,32.8
190.6,123.9,124.4,119.1,117.8,74.4,27.3,43.4,59.8,46.1,42.6
183.4,71.4,96.0,95.5,82.3,55.5,22.8,40.7,57.5,35.0,30.4
166.7,85.9,109.9,105.9,101.8,65.6,23.3,37.7,52.1,40.5,35.3
182.6,93.2,108.9,105.0,101.1,64.8,22.0,42.2,61.8,39.2,33.7
180.3,80.2,100.8,98.0,93.2,57.6,23.2,42.2,56.4,38.9,32.1
174.0,84.5,108.7,104.6,100.6,62.6,23.0,39.3,56.4,39.5,34.1
177.7,68.7,93.1,94.0,86.5,55.0,20.7,43.8,54.8,37.0,30.3
167.8,82.3,110.6,102.2,100.1,63.3,22.2,40.8,54.2,39.8,34.2
172.6,92.4,114.2,102.1,97.4,65.2,22.3,43.3,54.7,39.8,38.7
168.9,80.4,100.8,100.5,95.3,64.7,21.7,42.7,54.8,38.3,36.0
185.2,81.6,99.5,99.3,84.2,62.8,22.6,43.6,57.4,38.2,32.9
186.4,87.1,107.2,99.3,88.8,59.2,23.3,47.1,59.7,39.1,37.1
179.0,79.7,104.4,98.3,80.3,57.4,22.3,42.2,55.7,37.3,36.0
184.5,99.1,114.6,110.0,98.4,68.4,23.3,44.7,58.8,40.4,39.9
181.7,82.9,101.1,102.6,85.1,61.7,23.6,42.5,57.7,36.5,36.0
195.1,110.5,117.9,112.2,108.1,68.8,22.0,43.8,60.3,39.5,38.9
175.1,103.8,117.2,111.5,102.7,72.4,26.7,45.7,54.3,46.4,41.5
171.7,78.1,108.5,95.7,82.5,59.8,22.3,41.0,54.3,38.2,39.9
171.1,71.8,106.6,95.1,78.2,57.3,22.0,40.5,52.5,36.0,35.0
167.8,87.9,117.9,103.5,101.3,63.4,22.3,41.5,54.6,41.2,37.8
173.8,79.9,103.2,99.4,96.0,58.8,22.0,40.2,56.5,36.6,32.6
178.3,80.9,103.8,99.7,95.1,60.9,22.0,41.7,53.7,38.6,34.0
169.5,89.0,111.7,103.4,96.0,67.1,24.0,40.5,54.0,42.5,39.1
172.6,72.1,100.6,92.8,84.2,55.8,22.3,41.1,53.3,37.6,34.1
165.1,91.0,110.7,108.4,99.5,68.8,24.0,42.4,51.3,43.9,40.1
169.0,78.9,104.4,100.5,88.3,61.7,22.2,39.9,52.2,37.3,36.5
179.0,87.9,108.3,107.7,103.7,63.9,20.6,41.0,55.5,37.9,35.3
174.4,89.3,114.1,103.7,104.8,60.1,22.4,41.3,58.2,36.6,38.5
176.5,88.9,106.3,103.1,101.9,66.3,22.9,40.7,55.9,38.7,36.8
184.9,100.7,113.9,107.2,106.0,65.7,24.7,43.9,58.6,42.2,35.3
179.0,107.4,119.6,109.6,107.2,66.0,25.1,43.0,58.1,42.8,41.0
167.2,77.5,105.7,103.6,95.1,63.5,22.8,40.0,52.3,38.3,33.2
174.0,77.9,106.2,97.9,87.5,61.0,21.8,41.8,55.4,37.2,36.1
175.1,67.0,96.8,92.7,85.0,56.3,20.3,39.8,56.1,35.4,31.5
167.0,51.6,84.0,86.2,67.0,48.2,18.9,40.0,50.5,32.3,24.6
176.8,88.7,104.6,105.1,96.3,65.2,22.7,42.0,53.5,43.5,34.5
166.4,64.4,95.9,91.6,87.6,54.9,20.7,39.6,53.1,35.3,29.9
185.5,94.9,111.5,101.6,96.5,61.3,23.7,42.8,60.6,41.0,39.3
167.5,71.0,94.7,101.1,87.4,63.5,23.6,40.0,51.8,38.8,29.8
169.3,74.8,99.9,100.3,90.8,65.0,22.6,39.3,53.3,37.6,33.4
180.7,80.8,104.1,96.7,77.8,59.1,23.7,44.7,55.8,40.9,36.8
179.0,74.1,98.4,95.8,79.3,57.1,22.5,41.3,57.1,37.3,33.5
171.1,61.1,91.9,89.5,73.0,53.9,21.7,38.7,52.8,35.7,30.0
167.8,65.8,98.7,93.6,75.2,54.8,21.5,41.0,50.9,36.0,32.6
174.1,82.4,104.0,106.8,95.2,63.4,21.5,39.3,54.0,37.2,31.9
176.6,75.3,99.2,96.8,80.1,58.0,22.5,42.7,56.4,37.8,35.0
180.4,85.6,101.7,104.1,93.0,63.8,23.3,40.1,56.3,38.7,35.5
177.3,93.9,109.7,108.3,101.7,68.8,23.8,40.3,54.1,39.8,36.5
164.3,76.2,102.9,98.2,89.3,60.7,21.1,41.4,49.1,36.5,35.8
171.8,72.5,97.2,93.1,80.6,55.4,21.3,42.1,54.3,37.0,34.1
168.0,70.0,94.9,92.6,80.1,58.1,21.9,40.1,52.2,38.6,36.3
172.6,78.6,102.6,103.9,89.1,63.7,24.0,42.0,54.0,39.7,31.6
167.1,99.4,121.2,109.9,110.5,68.6,25.1,41.4,51.7,44.4,39.8
183.1,93.9,108.1,107.7,97.2,68.3,24.2,44.0,57.3,39.0,38.7
173.0,65.2,95.9,90.3,72.7,51.8,22.2,40.7,54.2,35.0,30.4
180.9,84.9,103.9,102.6,95.7,63.8,22.9,42.0,57.6,39.4,35.5
172.6,80.9,103.9,106.1,94.8,62.2,22.6,41.4,53.2,38.3,33.0
169.0,95.5,106.2,110.2,106.5,66.8,21.7,41.6,52.8,41.0,39.8
180.8,83.8,103.9,98.4,84.7,57.8,22.9,43.5,56.2,39.8,35.7
182.8,91.4,105.7,104.1,94.1,64.3,23.7,44.7,57.4,41.6,35.9
176.5,108.4,118.2,121.2,117.4,71.1,24.5,42.3,55.5,43.5,37.8
181.8,92.1,115.7,105.5,101.9,62.1,22.2,47.1,57.7,36.8,35.6
178.7,104.3,115.3,112.1,112.3,65.7,24.0,41.0,56.5,42.1,39.2
180.5,62.9,101.4,87.8,70.6,51.7,20.6,40.2,55.6,34.7,28.0
172.7,80.0,101.7,102.4,91.0,62.5,22.3,40.7,54.1,39.5,34.3
174.8,86.9,112.2,102.1,99.2,64.5,23.9,41.2,55.7,39.6,38.1
187.3,94.8,108.6,106.2,99.9,64.1,24.8,44.0,59.0,42.7,37.6
169.5,67.2,95.8,90.9,74.0,53.5,20.0,43.0,53.7,34.5,34.8
176.1,74.1,100.7,96.1,83.5,59.2,22.0,43.7,53.0,36.4,33.9
179.7,101.2,117.1,109.0,108.5,68.2,24.0,43.7,56.7,42.3,36.8
173.0,85.6,104.7,104.7,91.2,64.8,22.2,42.7,52.7,39.5,38.3
169.0,78.8,108.2,97.0,85.6,60.5,23.3,41.1,53.4,38.8,32.5
178.3,100.2,117.7,108.1,101.8,69.4,22.6,44.4,55.1,39.4,38.5
182.9,68.9,93.4,97.1,83.9,58.1,20.7,39.3,57.6,36.4,31.3
182.2,87.7,113.2,102.2,93.2,63.5,22.4,44.6,58.3,38.6,34.1
174.4,85.7,108.2,101.7,89.7,62.7,23.4,41.2,54.8,39.7,37.5
180.3,90.0,106.8,105.8,94.5,64.2,23.1,41.5,56.3,41.9,39.5
176.5,95.8,110.3,112.4,102.9,70.2,24.6,40.5,55.8,43.3,36.4
168.8,75.3,108.0,96.4,88.7,58.9,22.0,44.5,52.3,39.4,33.8
166.2,81.8,102.3,104.7,89.7,67.9,20.7,41.9,53.5,39.3,40.0
166.3,59.7,91.3,88.2,76.8,49.3,20.4,40.2,50.0,34.7,29.1
166.3,73.0,104.2,98.2,86.6,60.2,20.5,40.8,49.3,35.7,33.9
172.1,80.6,96.9,100.7,90.7,61.1,22.5,40.3,55.4,42.4,34.3
177.0,76.0,100.3,99.8,91.8,62.0,20.7,40.7,54.8,34.7,32.8
172.5,66.8,93.8,90.7,71.6,56.6,21.7,39.8,53.2,35.5,33.8
178.8,96.5,108.7,106.4,93.4,71.1,23.7,43.2,58.3,41.9,40.5
189.3,79.4,96.8,96.9,84.5,59.8,21.0,42.3,62.4,36.0,32.6
179.4,70.5,95.1,93.6,82.7,56.4,21.8,41.0,55.1,35.8,32.1
176.3,107.6,111.2,112.2,110.1,73.3,25.3,44.3,57.5,45.0,38.9
183.1,95.7,113.3,106.6,104.7,66.1,22.7,42.2,59.0,39.5,38.0
164.0,95.8,116.2,108.8,107.0,67.8,24.3,42.0,51.2,43.7,36.8
168.7,98.3,117.7,110.6,113.5,67.4,22.6,40.4,51.8,44.1,39.6
182.7,67.5,96.3,92.1,75.9,52.1,21.5,42.3,59.2,34.2,30.0
179.8,79.8,100.1,100.1,88.8,58.9,22.3,42.8,55.7,39.2,34.2
170.8,91.2,106.5,111.7,98.1,71.9,24.2,44.2,53.5,42.1,38.1
175.3,87.6,103.7,107.7,95.6,66.3,23.2,42.1,54.1,41.6,36.7
179.3,78.3,99.4,101.4,92.8,62.3,22.0,39.8,57.2,38.1,33.0
185.8,84.9,103.0,99.4,85.0,56.6,24.0,44.1,59.5,39.8,30.1
167.7,60.3,86.7,87.1,74.3,53.3,19.6,39.4,51.0,33.6,32.1
174.4,88.7,106.3,107.2,97.0,65.2,23.8,40.2,54.8,43.3,36.7
180.5,94.7,106.6,104.6,97.0,65.6,23.7,42.9,58.0,40.3,35.6
162.3,70.8,98.8,96.4,93.2,57.9,22.0,39.3,51.1,36.8,32.0
175.4,86.0,102.2,100.4,85.7,64.3,23.1,43.0,56.6,38.9,36.3
174.3,74.3,100.3,96.8,80.7,57.3,21.6,41.2,55.0,36.5,34.8
171.8,94.6,111.0,101.4,100.1,66.8,25.2,40.3,55.8,43.3,41.4
169.7,88.9,106.8,109.7,105.2,68.6,22.7,39.9,54.1,40.5,38.4
188.1,95.6,105.8,103.6,96.1,65.9,22.6,44.7,62.3,39.4,35.7
175.5,60.2,90.8,86.2,72.1,48.3,21.2,39.5,52.8,33.0,29.2
173.8,115.3,124.7,121.8,117.5,77.5,24.8,44.6,54.7,44.0,42.7
178.6,94.7,109.6,108.2,98.3,69.2,24.6,41.5,57.3,43.0,40.2
171.4,72.0,98.1,95.8,81.6,58.2,21.0,40.6,52.7,36.6,34.5
170.3,75.2,98.3,99.9,85.8,60.8,21.9,38.8,53.0,38.0,32.9
165.0,66.9,94.2,93.3,80.1,58.8,21.1,39.9,50.0,37.4,34.2
183.9,106.2,110.8,113.6,102.6,74.8,23.6,44.3,59.4,42.0,37.7
165.2,108.8,118.4,121.9,109.5,79.8,24.5,44.1,53.1,44.9,44.4
172.6,71.0,98.4,95.9,76.7,58.7,20.5,42.1,54.7,37.5,36.2
173.8,99.7,113.3,108.8,108.2,67.4,23.3,41.2,55.3,41.3,41.5
174.0,91.6,113.9,101.4,96.7,61.0,24.3,44.4,56.5,42.0,37.3
164.7,94.7,117.0,109.5,107.3,66.8,23.2,41.8,49.3,40.4,40.0
170.2,76.1,105.3,98.6,93.3,58.1,21.3,41.4,53.8,38.5,34.3
163.7,95.0,119.6,103.8,113.9,64.1,21.9,42.0,51.3,39.2,38.9
165.7,77.3,103.7,95.8,86.7,59.5,21.4,39.8,52.5,38.8,38.8
177.5,84.6,104.6,101.2,90.4,63.1,23.3,41.8,56.0,38.4,37.7
177.7,91.7,112.2,109.3,100.6,68.3,22.5,41.0,55.9,39.0,36.4
177.4,100.8,113.3,111.7,115.6,63.0,24.6,42.9,53.7,42.8,35.9
170.6,82.1,108.1,102.5,96.4,61.7,21.2,40.4,53.1,38.4,34.4
178.8,74.7,100.8,97.0,93.3,56.2,21.8,42.1,57.1,35.4,32.1
188.6,110.7,115.9,115.8,104.7,74.3,25.2,46.5,57.9,42.2,40.4
168.3,77.4,99.3,98.6,91.0,59.0,23.5,41.1,53.4,39.9,35.0
190.0,127.1,126.7,120.8,125.4,77.0,24.7,46.2,62.3,43.0,40.8
178.6,84.2,110.4,99.6,99.6,57.7,21.0,40.0,56.7,37.4,32.6
171.2,79.2,104.8,101.1,96.0,61.2,21.7,40.0,54.3,37.3,35.5
176.0,84.8,110.2,100.4,89.2,60.5,22.6,43.4,57.8,39.9,36.7
171.1,83.2,108.3,101.3,100.2,65.4,20.7,40.4,52.4,35.8,35.7
172.0,88.0,111.3,104.7,102.1,64.1,22.0,38.2,55.7,40.4,35.5
179.8,88.7,103.9,109.1,97.2,65.2,24.1,41.3,56.3,40.3,35.9
173.0,106.7,123.4,114.7,117.1,70.1,21.9,42.0,59.4,41.7,43.5
174.0,90.8,108.1,104.7,102.0,64.7,22.8,39.4,53.3,40.9,37.7
175.5,69.9,95.4,91.3,81.1,54.9,22.6,40.7,54.8,38.2,31.4
183.7,100.9,112.0,108.3,111.5,63.3,22.8,41.6,58.8,40.0,39.3
172.6,81.3,106.3,105.0,102.0,63.8,23.1,41.4,53.7,40.0,32.8
179.0,96.7,114.1,106.5,103.6,64.7,23.4,41.2,56.6,40.7,38.0
173.1,72.4,95.7,100.8,82.6,61.1,21.7,40.7,53.4,38.7,33.4
166.3,65.6,94.8,92.4,79.5,54.8,20.4,40.4,51.1,33.2,29.8
181.8,105.4,115.1,114.2,103.6,71.5,25.3,42.2,59.4,42.7,36.8
177.7,95.8,107.7,108.4,100.9,66.4,25.2,42.7,56.4,42.9,38.0
178.6,113.5,118.7,114.9,107.6,75.2,23.9,44.4,57.0,45.2,44.6
179.9,88.6,112.3,101.1,93.4,60.5,23.6,42.3,58.5,38.5,42.1
185.5,83.4,107.2,99.5,90.3,61.4,21.6,41.2,58.9,38.2,33.6
172.6,83.4,100.5,102.8,92.3,60.7,21.7,40.3,52.0,35.4,36.1
170.8,86.2,102.5,103.4,90.4,65.8,24.8,40.4,54.5,43.0,36.2
174.8,73.8,95.5,96.9,84.6,60.2,21.8,39.0,54.5,35.8,33.8
175.7,76.0,96.0,96.7,87.2,58.7,23.1,39.3,54.7,39.1,32.9
180.0,77.8,105.5,92.6,80.5,56.7,22.1,43.0,56.6,37.8,34.1
174.9,93.1,112.6,105.1,95.6,64.6,24.0,43.2,54.9,40.3,40.8
170.6,69.5,93.4,94.3,83.8,56.8,21.1,40.3,52.0,35.5,32.2
198.0,101.7,104.1,107.9,93.9,63.3,24.7,44.9,63.5,41.2,39.9
174.7,81.5,104.7,102.8,96.0,60.6,21.5,39.5,55.5,35.7,36.8
181.6,100.6,113.4,111.2,101.8,66.9,24.0,42.2,55.3,42.3,38.6
171.9,60.6,90.5,91.0,76.1,52.9,19.8,37.8,55.6,32.9,28.6
179.0,77.8,92.6,99.7,87.1,60.1,22.5,40.4,56.1,39.1,35.2
168.8,65.0,93.6,95.4,83.8,56.7,20.0,37.2,54.5,33.5,31.1
176.2,112.6,122.8,117.4,113.7,71.7,24.3,44.3,57.3,43.9,41.0
169.4,90.7,107.0,101.6,97.8,66.5,23.1,44.0,53.8,41.9,39.3
176.4,81.5,103.6,98.0,84.3,60.9,22.8,42.7,57.3,38.8,36.2
172.7,67.3,95.7,91.1,77.7,54.0,20.5,42.3,56.4,35.8,32.8
184.0,72.7,98.7,93.0,81.0,54.7,21.4,40.9,58.8,34.9,33.1
173.5,82.9,105.4,103.2,94.4,62.8,23.0,41.3,55.3,39.6,33.0
175.8,93.6,109.1,109.9,100.4,67.7,22.9,41.2,54.5,41.3,36.3
180.2,93.2,109.0,105.2,94.7,62.9,23.8,42.3,55.6,41.6,40.3
180.2,87.9,105.6,102.3,85.8,65.4,21.3,43.5,56.2,37.5,42.3
180.0,95.1,114.0,106.8,99.0,65.7,23.7,42.8,55.4,41.4,36.6
176.9,75.6,98.4,100.9,88.7,60.1,22.4,41.0,55.4,37.5,33.5
189.7,78.0,97.6,92.1,83.3,54.9,22.7,43.7,61.8,35.8,31.2
169.0,92.6,114.7,110.2,99.6,68.8,23.4,41.0,52.6,42.3,40.6
178.6,130.2,128.2,123.3,116.8,80.9,27.5,44.6,57.8,48.5,45.1
190.7,82.1,105.7,98.1,91.2,56.1,20.3,43.2,60.5,36.6,31.5
177.9,109.8,118.3,117.3,111.3,73.3,23.5,38.8,55.9,42.8,40.5
186.1,95.6,109.8,106.7,89.7,64.5,24.5,45.3,57.9,40.9,36.5
168.5,63.3,94.2,88.8,75.3,52.8,20.2,40.3,54.6,35.5,31.3
179.7,97.1,108.3,106.7,98.1,65.1,23.6,42.6,57.0,41.3,38.6
168.7,76.0,97.9,95.7,80.5,61.2,22.7,41.6,56.0,41.5,38.4
180.5,92.6,110.4,105.4,100.3,64.6,23.4,41.2,56.8,39.5,37.4
175.5,108.4,120.2,116.6,116.2,72.2,23.7,42.4,54.8,43.5,37.7
170.2,56.2,86.2,86.5,75.7,51.1,19.7,37.3,54.6,32.8,29.5
174.6,87.4,104.2,103.3,94.3,66.3,23.6,41.1,54.5,40.9,37.4
167.0,63.3,94.7,92.2,82.4,52.4,20.2,38.5,49.1,34.0,35.3
162.4,82.6,107.7,105.1,101.7,63.7,21.5,39.5,50.5,37.4,38.1
175.1,103.3,115.2,116.8,111.7,69.8,22.3,44.5,56.8,41.1,40.6
177.0,77.2,100.2,97.9,88.0,59.3,20.7,40.3,58.8,36.0,33.9
172.2,88.0,105.9,105.3,100.5,65.5,22.3,41.7,54.3,39.2,37.2
168.1,105.0,119.6,113.5,118.2,73.4,23.3,41.5,56.0,41.7,41.5
177.9,98.2,112.8,108.4,102.0,66.4,22.6,42.6,58.7,41.2,41.7
193.0,68.9,91.0,91.4,76.0,53.3,20.2,41.2,60.3,32.3,28.8
179.6,85.3,102.2,100.7,96.0,63.5,22.3,39.6,53.6,38.8,34.5
165.8,98.4,118.1,110.9,120.0,67.7,22.3,40.2,51.6,39.9,38.5
158.2,68.1,97.1,94.7,87.0,57.4,20.8,39.8,47.8,37.1,36.3
180.7,112.9,122.7,120.8,112.2,77.4,23.0,42.9,59.3,41.9,43.0
192.9,93.9,100.9,103.9,86.1,66.3,24.3,44.8,63.2,40.0,38.8
174.3,99.4,111.0,109.9,97.4,67.2,24.2,45.0,58.1,44.7,39.8
171.4,105.4,111.2,114.8,119.5,69.9,24.4,42.0,56.7,42.9,40.4
169.7,66.4,98.7,94.2,83.5,57.1,20.2,38.2,52.7,34.2,28.7
