Stature,Weight,BMI,Shoulder Breadth,Armscye Circumference,"Hip Breadth, Sitting","Hip Circumference, Maximum","Waist Circumference, Pref",Chest Circumference,Thigh Circumference,Ankle Circumference,Crotch Height,Knee Height,Arm Length (Spine to Wrist),Triceps Skinfold,Subscapular Skinfold,SH/S,Waist/Hip,Chest/Waist
1710,92.74,31.7157416,519,449,405.0,1085.0,991.0,1059,643,263,798.0,568,889,17.0,29.5,0.495906433,0.913364055,1.068617558
1710,83.9,28.69258917,492,438,395.0,1065.0,971.0,1035,654,265,773.0,560,830,16.5,39.0,0.505847953,0.911737089,1.065911432
1814,90.02,27.35674632,486,478,408.0,1040.0,955.0,1049,629,276,801.0,569,893,16.5,18.0,0.533627343,0.918269231,1.098429319
1842,74.38,21.92183589,480,430,362.0,986.0,851.0,954,577,257,854.0,582,871,9.0,11.5,0.517915309,0.863083164,1.121034078
1761,110.2,35.53553699,553,477,458.0,1234.0,1079.0,1147,777,255,811.0,564,876,14.5,34.0,0.513344691,0.87439222,1.063021316
1806,85.49,26.21077275,483,457,370.0,1032.0,860.0,1052,634,283,824.0,585,865,14.5,11.5,0.524363234,0.833333333,1.223255814
1903,109.07,30.11811149,529,472,437.0,1195.0,1021.0,1108,724,283,890.0,627,946,21.0,25.0,0.497635313,0.854393305,1.085210578
1806,74.6,22.87195751,470,422,351.0,956.0,814.0,989,555,264,792.0,548,852,7.0,7.5,0.53820598,0.851464435,1.214987715
1942,96.15,25.49475468,510,460,408.0,1101.0,935.0,1028,647,284,924.0,626,908,16.5,13.5,0.501029866,0.849227975,1.099465241
1790,102.95,32.13070753,556,485,412.0,1110.0,1044.0,1160,665,271,798.0,562,887,13.0,23.0,0.524581006,0.940540541,1.111111111
1883,104.54,29.48369132,519,479,455.0,1130.0,1053.0,1109,668,280,831.0,597,894,19.0,22.0,0.523632501,0.931858407,1.053181387
1732,74.38,24.79478796,476,447,389.0,1001.0,852.0,986,576,258,753.0,541,851,20.0,21.0,0.524249423,0.851148851,1.157276995
1741,82.99,27.37967082,488,440,364.0,1031.0,889.0,1049,630,271,762.0,541,842,13.0,17.0,0.534750144,0.862269641,1.179977503
1768,97.73,31.26535595,470,453,398.0,1113.0,1035.0,1098,626,280,769.0,567,854,16.0,19.0,0.529411765,0.929919137,1.060869565
1852,147.85,43.10616274,575,552,519.0,1345.0,1332.0,1378,805,318,826.0,615,901,23.0,36.0,0.51511879,0.990334572,1.034534535
1815,91.61,27.80927229,503,446,406.0,1115.0,944.0,990,683,288,794.0,575,867,20.5,12.0,0.530578512,0.846636771,1.048728814
1688,88.66,31.11593405,509,441,421.0,1118.0,947.0,1077,649,268,745.0,550,838,24.0,19.0,0.547985782,0.847048301,1.137275607
1842,93.2,27.46860857,538,462,389.0,1076.0,889.0,1065,659,271,899.0,604,925,5.0,18.5,0.48805646,0.826208178,1.197975253
1903,113.38,31.30825599,524,501,413.0,1148.0,1013.0,1169,695,293,839.0,613,900,14.0,25.5,0.519180242,0.882404181,1.153998026
1805,72.56,22.27116121,453,396,363.0,965.0,838.0,914,555,269,821.0,564,860,7.5,10.5,0.516897507,0.868393782,1.090692124
1696,70.07,24.360176,465,415,355.0,959.0,825.0,971,560,254,771.0,546,800,10.0,13.0,0.52240566,0.860271116,1.176969697
1731,82.77,27.62350731,488,448,377.0,1017.0,964.0,995,587,264,775.0,546,836,18.5,28.5,0.519352975,0.947885939,1.032157676
1626,64.4,24.35817716,472,421,335.0,902.0,789.0,965,542,248,754.0,509,810,9.0,11.0,0.519680197,0.874722838,1.223067174
1624,68.48,25.96520178,476,442,357.0,965.0,848.0,981,571,231,665.0,488,760,14.0,23.5,0.549876847,0.878756477,1.156839623
1789,95.46,29.82639389,512,468,413.0,1113.0,979.0,1147,646,280,785.0,561,855,10.0,20.5,0.532140861,0.879604672,1.171603677
1844,97.51,28.67657784,509,471,397.0,1097.0,928.0,1124,633,263,813.0,576,899,18.0,16.5,0.51681128,0.845943482,1.211206897
1805,66.89,20.53084307,485,397,335.0,928.0,754.0,918,551,267,847.0,586,880,14.5,6.0,0.517451524,0.8125,1.217506631
1769,116.33,37.17372333,568,508,416.0,1169.0,1080.0,1228,696,280,733.0,550,852,16.5,36.0,0.551724138,0.923866553,1.137037037
1811,139.0,42.38165381,554,482,443.0,1268.0,1313.0,1346,729,302,802.0,586,888,16.0,36.5,0.5146328,1.035488959,1.025133283
1621,48.75,18.55276273,431,359,311.0,832.0,643.0,811,444,222,698.0,471,758,4.0,7.0,0.565700185,0.772836538,1.261275272
1766,105.22,33.73781085,525,468,472.0,1245.0,1119.0,1153,654,262,758.0,570,905,18.0,29.0,0.514722537,0.898795181,1.030384272
1773,71.88,22.86602096,456,405,376.0,989.0,719.0,897,562,269,786.0,551,828,8.5,6.5,0.54427524,0.726996967,1.247566064
1497,63.95,28.53625309,479,402,339.0,945.0,888.0,1016,541,234,630.0,465,764,7.5,22.5,0.528390114,0.93968254,1.144144144
1810,120.41,36.75406734,549,530,433.0,1177.0,1109.0,1195,690,291,805.0,591,897,5.0,25.5,0.509392265,0.942225998,1.07754734
1743,75.74,24.93047347,457,446,356.0,981.0,817.0,991,571,252,798.0,552,840,6.0,12.0,0.515203672,0.832823649,1.212974296
1893,140.36,39.16896822,590,520,483.0,1255.0,1223.0,1361,727,300,871.0,636,905,24.5,51.0,0.496566297,0.974501992,1.112837285
1761,79.37,25.5939707,486,420,385.0,1033.0,853.0,993,598,258,787.0,545,858,5.5,7.0,0.532651902,0.825750242,1.164126612
1854,99.09,28.82772489,522,455,403.0,1140.0,952.0,1128,668,278,831.0,585,887,17.0,17.0,0.525350593,0.835087719,1.18487395
1784,82.09,25.79292264,483,450,378.0,1017.0,853.0,1002,617,259,836.0,565,886,11.0,20.0,0.516816143,0.838741396,1.174677608
1691,65.99,23.07761443,453,391,361.0,989.0,828.0,954,555,245,757.0,526,816,11.5,13.0,0.527498522,0.837209302,1.152173913
1964,95.46,24.74790631,506,482,387.0,1059.0,888.0,991,667,272,932.0,635,914,6.0,8.0,0.50305499,0.838526912,1.115990991
1711,85.26,29.12361688,488,468,390.0,1034.0,902.0,1009,599,268,754.0,534,836,11.5,13.0,0.534190532,0.872340426,1.118625277
1736,67.57,22.42097411,462,410,354.0,992.0,780.0,924,574,246,803.0,562,834,11.0,12.5,0.516129032,0.786290323,1.184615385
1830,132.2,39.47564872,560,543,412.0,1264.0,1272.0,1290,669,289,794.0,592,919,8.0,36.0,0.527868852,1.006329114,1.014150943
1765,91.84,29.48101662,506,448,423.0,1124.0,1013.0,1064,662,254,781.0,557,868,19.5,17.5,0.530878187,0.901245552,1.050345508
1720,75.96,25.6760411,480,439,370.0,980.0,867.0,1025,552,251,761.0,545,834,8.0,16.5,0.526162791,0.884693878,1.182237601
1764,86.85,27.91082419,515,454,379.0,1035.0,905.0,1098,585,267,787.0,558,867,10.0,16.5,0.528344671,0.874396135,1.213259669
1805,95.69,29.37055425,485,469,442.0,1176.0,952.0,1032,722,275,800.0,583,857,12.0,8.5,0.520775623,0.80952381,1.084033613
1913,98.41,26.89114483,519,444,420.0,1145.0,981.0,1110,643,272,865.0,606,922,17.0,21.0,0.521693675,0.856768559,1.131498471
1839,73.02,21.59127904,480,442,357.0,967.0,834.0,924,571,266,816.0,563,844,5.0,7.0,0.536160957,0.86246122,1.107913669
1872,88.66,25.29973884,494,430,388.0,1057.0,890.0,1035,630,280,870.0,593,885,13.0,15.0,0.514423077,0.842005676,1.162921348
1854,94.33,27.44292349,522,451,411.0,1083.0,932.0,1071,662,287,846.0,592,896,18.0,18.0,0.519417476,0.860572484,1.149141631
1796,134.69,41.7563653,571,542,441.0,1215.0,1216.0,1249,732,297,777.0,585,898,28.5,33.0,0.528396437,1.000823045,1.027138158
1839,144.22,42.6444024,590,569,481.0,1291.0,1385.0,1389,707,298,770.0,598,882,24.0,46.0,0.532898314,1.072811774,1.002888087
1940,110.66,29.40269954,556,522,416.0,1139.0,964.0,1167,693,290,877.0,609,925,12.0,23.5,0.522680412,0.846356453,1.210580913
1869,95.46,27.32768401,504,448,403.0,1099.0,978.0,1064,651,281,827.0,589,870,13.0,21.5,0.536650615,0.889899909,1.08793456
1806,82.77,25.37683543,485,441,372.0,994.0,823.0,958,617,282,842.0,578,850,6.0,10.0,0.518272425,0.827967807,1.164034022
1759,74.38,24.03944822,482,421,339.0,960.0,847.0,999,540,255,783.0,550,842,12.5,9.0,0.52700398,0.882291667,1.179456907
1693,67.8,23.65460921,432,394,360.0,996.0,795.0,916,615,260,708.0,491,769,13.0,12.0,0.55463674,0.798192771,1.152201258
1600,73.47,28.69921875,450,411,359.0,1024.0,921.0,976,595,259,719.0,515,806,20.5,26.0,0.52,0.899414063,1.059717698
1831,108.16,32.26190366,535,498,416.0,1124.0,1041.0,1179,656,289,819.0,598,919,12.5,24.0,0.511742217,0.926156584,1.132564841
1745,83.45,27.40535792,499,462,367.0,1004.0,872.0,1035,595,262,758.0,548,862,4.0,13.0,0.522636103,0.868525896,1.186926606
1734,65.76,21.87074708,467,410,346.0,925.0,802.0,933,533,247,765.0,519,805,6.0,21.5,0.542099193,0.867027027,1.163341646
1830,74.38,22.210278,482,420,372.0,1001.0,826.0,969,595,273,842.0,572,874,8.0,9.0,0.515846995,0.825174825,1.173123487
1621,73.47,27.96044056,469,419,347.0,977.0,894.0,1002,578,249,704.0,500,776,12.5,29.5,0.535471931,0.915046059,1.120805369
1683,95.46,33.70180784,548,455,403.0,1112.0,1049.0,1146,663,246,726.0,534,827,24.0,41.0,0.525252525,0.943345324,1.092469018
1850,76.64,22.39298758,468,412,379.0,1022.0,828.0,927,581,255,850.0,584,876,9.0,8.0,0.516756757,0.810176125,1.119565217
1835,80.27,23.83862082,501,442,385.0,1035.0,922.0,985,571,261,848.0,572,893,15.5,12.0,0.517166213,0.890821256,1.068329718
1719,114.06,38.59949421,544,525,440.0,1197.0,1027.0,1182,741,287,728.0,520,819,24.5,25.0,0.542757417,0.857978279,1.150925024
1687,71.88,25.25677546,452,430,349.0,962.0,769.0,976,559,269,740.0,530,817,4.5,12.5,0.53526971,0.799376299,1.269180754
1720,87.07,29.43144943,517,457,373.0,1057.0,922.0,1102,612,268,740.0,535,831,10.5,15.5,0.540116279,0.872280038,1.195227766
1664,60.32,21.78485577,407,374,336.0,912.0,811.0,885,525,258,763.0,532,788,8.0,12.0,0.516826923,0.889254386,1.091245376
1805,73.47,22.55047153,498,432,350.0,978.0,815.0,919,565,268,837.0,580,886,7.0,8.5,0.505263158,0.833333333,1.127607362
1759,76.87,24.84421061,467,402,388.0,1065.0,875.0,925,622,268,788.0,560,848,13.5,13.0,0.530415009,0.821596244,1.057142857
1726,74.38,24.96747314,473,434,362.0,981.0,871.0,984,555,254,754.0,539,852,12.0,23.0,0.5202781,0.887869521,1.129735936
1785,76.19,23.91231002,455,418,355.0,1008.0,815.0,929,588,265,795.0,554,824,11.5,12.5,0.535014006,0.808531746,1.139877301
1834,100.0,29.73044005,527,486,398.0,1114.0,949.0,1115,667,275,827.0,594,903,17.0,15.5,0.515812432,0.851885099,1.174920969
1850,95.46,27.89189189,533,496,384.0,1070.0,876.0,1115,643,263,830.0,586,901,7.0,15.0,0.525405405,0.818691589,1.27283105
1754,64.63,21.0075293,449,404,345.0,922.0,775.0,946,524,268,819.0,561,827,8.0,8.0,0.512542759,0.840563991,1.220645161
1850,118.14,34.51862673,486,484,457.0,1192.0,1187.0,1184,674,284,811.0,606,861,19.0,30.5,0.521081081,0.995805369,0.99747262
1670,68.03,24.39312991,459,416,360.0,961.0,845.0,953,541,268,752.0,530,845,11.0,9.5,0.520958084,0.879292404,1.127810651
1849,94.33,27.59154452,513,438,415.0,1118.0,922.0,1069,666,289,846.0,602,870,26.0,29.0,0.51595457,0.824686941,1.159436009
1879,92.29,26.1397293,495,458,392.0,1068.0,968.0,1085,629,281,877.0,599,903,22.0,20.0,0.508781267,0.906367041,1.120867769
1842,79.37,23.39252642,474,423,367.0,1013.0,849.0,969,595,270,838.0,581,902,12.0,11.5,0.522801303,0.83810464,1.141342756
1796,94.56,29.31533078,529,472,381.0,1052.0,1008.0,1135,653,274,834.0,597,892,21.0,36.0,0.495545657,0.958174905,1.125992063
1967,102.49,26.48943976,488,471,405.0,1104.0,1053.0,1095,610,288,914.0,637,933,16.0,18.0,0.50788002,0.953804348,1.03988604
1768,81.86,26.18829467,480,434,388.0,1051.0,928.0,1007,626,249,810.0,564,831,16.0,15.5,0.518099548,0.882968601,1.08512931
1758,80.5,26.04702572,478,449,394.0,1074.0,996.0,1060,583,260,778.0,546,851,10.0,12.5,0.530147895,0.927374302,1.064257028
1759,71.2,23.0116794,461,407,361.0,962.0,863.0,957,541,264,803.0,579,845,12.0,9.0,0.512222854,0.897089397,1.108922364
1786,65.99,20.68784336,444,409,340.0,938.0,789.0,964,533,260,859.0,585,873,7.0,8.0,0.496080627,0.841151386,1.221799747
1699,73.92,25.60797284,474,427,369.0,1031.0,852.0,1006,595,245,762.0,538,845,6.5,14.0,0.525603296,0.826382153,1.180751174
1917,102.95,28.01445159,509,464,415.0,1135.0,933.0,1049,684,285,883.0,621,915,7.0,12.5,0.522170057,0.822026432,1.124330118
1818,84.35,25.52097894,503,438,376.0,1053.0,867.0,1034,634,270,809.0,573,881,11.0,14.0,0.53080308,0.823361823,1.192618224
1709,60.54,20.72804254,430,401,349.0,925.0,837.0,944,499,260,774.0,535,817,8.0,11.0,0.515506144,0.904864865,1.127837515
1745,66.44,21.81919689,471,399,341.0,948.0,746.0,950,576,248,800.0,548,826,8.0,6.5,0.524355301,0.786919831,1.273458445
1690,55.1,19.2920416,425,376,314.0,856.0,716.0,825,486,248,765.0,508,796,3.0,4.5,0.522485207,0.836448598,1.152234637
1726,77.78,26.10876661,485,418,369.0,1035.0,842.0,999,634,257,813.0,554,851,14.0,12.0,0.517960603,0.81352657,1.186460808
1843,88.66,26.10219661,511,453,401.0,1098.0,864.0,1026,647,272,867.0,592,916,18.0,16.0,0.510037982,0.786885246,1.1875
1802,90.7,27.93172218,525,444,368.0,1066.0,903.0,1059,611,270,790.0,570,882,14.0,22.5,0.534406215,0.847091932,1.172757475
1715,62.13,21.12385146,445,389,344.0,940.0,745.0,851,542,245,789.0,533,831,6.5,8.0,0.527696793,0.792553191,1.142281879
1740,79.82,26.36411679,506,451,352.0,980.0,907.0,1059,563,256,791.0,555,860,10.5,16.0,0.515517241,0.925510204,1.167585447
1812,73.47,22.37657705,482,409,362.0,994.0,802.0,942,576,276,848.0,578,860,10.0,9.5,0.509381898,0.806841046,1.174563591
1869,148.3,42.45438444,608,588,483.0,1295.0,1220.0,1365,768,312,803.0,601,935,15.5,37.5,0.518994114,0.942084942,1.118852459
1829,85.03,25.41819857,492,471,386.0,1058.0,896.0,1018,612,284,806.0,565,869,11.5,21.0,0.532531438,0.846880907,1.136160714
1785,61.22,19.21396009,453,388,340.0,942.0,747.0,862,534,250,824.0,553,831,6.5,11.5,0.519327731,0.792993631,1.15394913
1695,95.01,33.06967395,526,487,411.0,1102.0,964.0,1095,665,265,737.0,528,808,31.0,25.0,0.536283186,0.87477314,1.135892116
1828,88.66,26.53232718,481,458,381.0,1036.0,940.0,1019,583,274,811.0,576,865,8.0,24.0,0.5202407,0.907335907,1.084042553
1965,109.52,28.36405545,540,482,422.0,1134.0,1018.0,1110,632,298,875.0,639,941,15.0,28.5,0.520101781,0.897707231,1.090373281
1608,60.09,23.23967847,489,464,335.0,901.0,738.0,995,495,255,722.0,500,804,5.5,8.5,0.521144279,0.8190899,1.348238482
1980,93.2,23.77308438,491,446,394.0,1049.0,950.0,1017,616,285,924.0,643,915,14.0,13.5,0.508080808,0.905624404,1.070526316
1918,100.0,27.18333857,525,477,406.0,1077.0,993.0,1099,624,288,881.0,632,931,15.0,18.5,0.511470282,0.922005571,1.106747231
1803,96.15,29.57725292,534,501,404.0,1116.0,970.0,1102,659,272,805.0,572,875,14.5,25.0,0.527454243,0.869175627,1.136082474
1759,83.67,27.04195527,487,475,371.0,1030.0,864.0,1026,604,265,779.0,558,831,11.5,22.5,0.517339397,0.838834951,1.1875
1784,53.51,16.81300147,438,388,317.0,852.0,742.0,813,475,238,835.0,567,808,5.0,6.5,0.510089686,0.870892019,1.095687332
1706,75.28,25.86554042,477,428,366.0,1036.0,797.0,974,610,266,757.0,543,825,9.5,14.0,0.530480657,0.769305019,1.222082811
1659,60.54,21.99630052,463,401,340.0,945.0,765.0,850,539,256,739.0,524,796,9.0,11.0,0.517179024,0.80952381,1.111111111
1843,104.08,30.64196507,540,470,412.0,1141.0,1057.0,1130,677,295,790.0,586,889,15.5,22.0,0.524145415,0.926380368,1.069063387
1945,97.28,25.71487104,508,445,370.0,1033.0,948.0,1063,609,280,909.0,640,987,15.5,28.0,0.504884319,0.917715392,1.121308017
1777,79.59,25.20482283,462,396,377.0,1017.0,932.0,928,599,272,767.0,548,833,18.0,19.0,0.528418683,0.916420846,0.995708155
1778,85.26,26.97005394,503,499,374.0,1015.0,902.0,1070,582,258,828.0,560,870,11.0,17.0,0.512935883,0.888669951,1.186252772
1885,97.28,27.37794539,494,475,410.0,1085.0,1004.0,1047,637,280,835.0,599,892,22.0,25.0,0.518302387,0.925345622,1.042828685
1779,71.88,22.71204146,458,402,360.0,968.0,848.0,884,548,265,788.0,545,844,11.5,18.0,0.532883642,0.876033058,1.04245283
1837,128.12,37.96632992,577,578,436.0,1207.0,1086.0,1117,750,308,879.0,596,923,24.5,37.0,0.509526402,0.89975145,1.02854512
1648,61.9,22.79167452,459,406,341.0,930.0,772.0,858,554,238,708.0,482,789,10.5,11.5,0.544902913,0.830107527,1.111398964
1965,106.12,27.48350588,497,441,421.0,1096.0,1063.0,1132,610,298,901.0,640,885,15.5,24.0,0.508905852,0.969890511,1.06491063
1677,72.79,25.88246254,473,426,355.0,989.0,805.0,972,591,270,757.0,524,819,16.0,18.0,0.524746571,0.813953488,1.207453416
1730,68.93,23.03117378,476,431,359.0,967.0,838.0,982,557,265,787.0,543,852,7.5,8.5,0.500578035,0.866597725,1.171837709
1831,73.02,21.78036432,479,432,342.0,942.0,823.0,1020,540,280,822.0,572,866,14.5,21.0,0.521026761,0.873673036,1.239368165
1818,88.66,26.82501473,487,473,402.0,1106.0,905.0,1012,623,268,818.0,574,844,16.0,18.0,0.53520352,0.818264014,1.118232044
1785,98.41,30.88607992,500,487,400.0,1070.0,1037.0,1110,636,273,767.0,572,825,13.0,28.0,0.517086835,0.969158879,1.070395371
1797,81.18,25.13928334,477,462,378.0,1000.0,912.0,1019,575,274,797.0,552,855,10.0,18.0,0.519755147,0.912,1.117324561
1831,91.16,27.19115327,502,516,397.0,1086.0,844.0,1050,662,303,835.0,569,888,12.5,16.0,0.531403605,0.777163904,1.244075829
1830,88.21,26.33999224,481,451,374.0,1014.0,943.0,1029,559,287,825.0,573,845,8.0,17.0,0.515300546,0.929980276,1.091198303
1852,81.86,23.8665572,490,427,376.0,1010.0,849.0,958,606,282,859.0,585,877,11.0,8.5,0.516198704,0.840594059,1.128386337
1833,70.98,21.1256979,471,433,359.0,972.0,781.0,912,548,283,890.0,586,925,7.0,8.5,0.486633933,0.803497942,1.167733675
1692,75.51,26.37568533,490,435,360.0,974.0,856.0,1020,572,267,724.0,526,823,9.0,13.5,0.540780142,0.878850103,1.191588785
1953,108.39,28.41742547,532,525,422.0,1134.0,1038.0,1143,613,290,904.0,625,952,15.0,31.0,0.512544803,0.915343915,1.101156069
1772,88.66,28.23581267,514,485,398.0,1093.0,880.0,1048,633,263,784.0,552,835,12.5,20.0,0.53724605,0.805123513,1.190909091
1741,73.47,24.23887715,449,453,364.0,1005.0,873.0,984,592,280,802.0,548,828,11.0,17.0,0.504882252,0.868656716,1.127147766
1747,80.5,26.37606901,480,454,371.0,1027.0,887.0,1032,605,265,798.0,570,842,9.0,18.0,0.502003434,0.863680623,1.163472379
1726,76.87,25.80330277,476,429,370.0,997.0,846.0,978,557,267,762.0,554,842,5.0,9.0,0.522016222,0.848545637,1.156028369
1711,80.5,27.49766782,502,442,362.0,1018.0,909.0,1027,604,252,772.0,539,832,8.0,17.5,0.511981297,0.892927308,1.129812981
1686,62.13,21.85678162,456,396,340.0,941.0,713.0,880,542,253,765.0,529,827,7.0,10.0,0.529655991,0.75770457,1.234221599
1922,95.46,25.84131817,501,444,431.0,1108.0,993.0,1007,647,245,846.0,595,890,15.0,18.5,0.527055151,0.896209386,1.014098691
1713,74.15,25.26948724,495,450,369.0,1000.0,810.0,927,583,264,761.0,531,805,16.0,16.0,0.529480444,0.81,1.144444444
1708,108.16,37.07583544,525,507,418.0,1206.0,1070.0,1145,694,301,707.0,539,807,30.0,40.0,0.542740047,0.887230514,1.070093458
1735,85.03,28.24705794,516,445,374.0,1001.0,967.0,1082,587,272,753.0,536,832,13.0,35.0,0.533717579,0.966033966,1.118924509
1889,74.83,20.97064698,458,432,370.0,952.0,862.0,1010,525,287,828.0,580,886,5.0,7.5,0.541556379,0.905462185,1.171693735
1815,87.3,26.50092207,473,460,408.0,1062.0,977.0,1073,587,288,836.0,586,878,14.0,21.5,0.507438017,0.919962335,1.09825998
1671,68.71,24.60747478,437,405,363.0,963.0,853.0,961,531,268,742.0,523,780,11.5,15.0,0.527827648,0.885773624,1.126611958
1690,85.03,29.77136655,467,452,385.0,1047.0,958.0,1079,626,249,745.0,534,832,14.0,19.5,0.524260355,0.914995224,1.126304802
1781,92.97,29.30994423,533,475,387.0,1053.0,852.0,1108,594,283,775.0,560,875,27.0,33.5,0.525547445,0.809116809,1.300469484
1862,109.52,31.58886937,535,484,414.0,1095.0,991.0,1202,630,304,835.0,597,910,9.0,36.0,0.500537057,0.905022831,1.212916246
1877,79.37,22.52826961,493,442,376.0,998.0,880.0,990,561,265,866.0,589,860,7.5,15.5,0.507192328,0.881763527,1.125
1828,79.59,23.81804557,491,439,388.0,1009.0,875.0,951,605,281,835.0,577,866,15.5,27.5,0.521881838,0.867195243,1.086857143
