Stature,Weight,BMI,Shoulder Breadth,Armscye Circumference,"Hip Breadth, Sitting","Hip Circumference, Maximum","Waist Circumference, Pref",Chest Circumference,Thigh Circumference,Ankle Circumference,Crotch Height,Knee Height,Arm Length (Spine to Wrist),Triceps Skinfold,Subscapular Skinfold,SH/S,Waist/Hip,Chest/Waist
1542,82.99,34.90253869,465,442,450.0,1170.0,856.0,1112,722,232,669.0,482,746,30.0,30.0,0.538261997,0.731623932,1.299065421
1792,78.46,24.43274673,463,420,416.0,1097.0,833.0,985,645,246,856.0,567,845,25.0,24.5,0.508370536,0.759343665,1.182472989
1615,55.56,21.30184321,421,365,362.0,943.0,738.0,907,553,238,737.0,490,775,12.5,8.5,0.52879257,0.782608696,1.22899729
1769,110.88,35.43215372,500,438,515.0,1261.0,1075.0,1235,730,259,783.0,548,819,31.0,36.0,0.51780667,0.852498017,1.148837209
1713,61.22,20.86308845,401,361,394.0,1000.0,678.0,837,565,254,799.0,523,780,16.0,10.0,0.526561588,0.678,1.234513274
1640,65.76,24.4497323,419,370,431.0,1082.0,719.0,925,630,237,727.0,494,756,24.0,10.0,0.542682927,0.664510166,1.28650904
1622,55.78,21.20199902,395,368,388.0,955.0,669.0,878,552,233,755.0,501,762,16.0,12.0,0.525893958,0.70052356,1.312406577
1569,56.01,22.75200558,416,388,381.0,995.0,733.0,915,538,233,724.0,500,770,21.0,22.5,0.514977693,0.736683417,1.248294679
1653,69.84,25.55986311,459,413,399.0,1040.0,805.0,946,604,243,743.0,508,780,18.0,20.0,0.542649728,0.774038462,1.17515528
1565,63.72,26.01639294,428,401,408.0,1025.0,880.0,971,578,224,714.0,491,738,25.0,31.5,0.51629393,0.858536585,1.103409091
1696,77.32,26.88067373,457,428,432.0,1088.0,863.0,1002,621,252,733.0,513,770,26.0,34.0,0.537146226,0.793198529,1.161066049
1585,62.59,24.91416971,438,401,399.0,1026.0,799.0,960,595,215,736.0,499,740,30.0,39.5,0.514195584,0.778752437,1.201501877
1556,53.29,22.01032904,421,370,361.0,920.0,688.0,902,515,230,698.0,484,738,18.0,10.0,0.537275064,0.747826087,1.311046512
1607,57.82,22.38959995,404,355,431.0,1050.0,705.0,828,590,222,734.0,502,747,22.0,14.5,0.527069073,0.671428571,1.174468085
1480,54.88,25.05478451,422,353,362.0,970.0,816.0,945,570,215,646.0,433,700,20.0,29.5,0.547297297,0.841237113,1.158088235
1609,92.97,35.91126823,473,450,482.0,1288.0,1029.0,1097,750,242,692.0,490,758,35.0,47.0,0.53697949,0.798913043,1.066083576
1640,53.29,19.81335515,390,328,354.0,933.0,646.0,845,529,245,751.0,499,758,12.0,7.0,0.523780488,0.692390139,1.308049536
1512,46.94,20.53238991,380,359,350.0,913.0,727.0,809,512,225,687.0,457,730,14.5,16.0,0.531084656,0.796276013,1.112792297
1620,69.61,26.5241579,467,394,427.0,1095.0,773.0,960,638,234,764.0,507,771,27.5,23.5,0.516666667,0.705936073,1.241914618
1689,73.7,25.83498351,472,465,414.0,1065.0,902.0,972,590,230,769.0,532,806,20.0,28.0,0.52812315,0.846948357,1.077605322
1712,73.47,25.06700913,456,390,417.0,1056.0,900.0,955,635,249,794.0,537,771,20.0,16.0,0.531542056,0.852272727,1.061111111
1705,63.72,21.91931614,439,375,397.0,995.0,788.0,883,582,246,786.0,521,781,11.0,10.0,0.534897361,0.791959799,1.120558376
1650,68.48,25.1533517,435,405,426.0,1052.0,785.0,946,635,224,750.0,512,801,22.5,15.0,0.52,0.746197719,1.205095541
1720,71.88,24.29691725,460,412,391.0,1035.0,880.0,990,609,239,822.0,536,800,17.5,23.0,0.50872093,0.850241546,1.125
1625,81.63,30.91313609,459,440,456.0,1160.0,834.0,958,688,255,717.0,513,768,28.0,21.5,0.551384615,0.718965517,1.148681055
1694,57.6,20.07223216,417,362,370.0,960.0,703.0,840,542,235,780.0,515,789,10.5,9.5,0.542502952,0.732291667,1.19487909
1667,48.07,17.29828,398,340,334.0,865.0,665.0,784,479,224,765.0,460,775,12.0,15.0,0.532693461,0.768786127,1.178947368
1760,80.59,26.01691632,411,445,444.0,1113.0,864.0,948,665,252,774.0,546,808,23.5,30.5,0.533522727,0.776280323,1.097222222
1693,72.56,25.31531629,429,415,449.0,1114.0,812.0,988,637,237,787.0,528,759,26.0,37.0,0.516834022,0.728904847,1.216748768
1644,109.75,40.60699972,482,468,511.0,1348.0,1090.0,1184,779,270,709.0,493,788,25.0,30.0,0.543187348,0.808605341,1.086238532
1707,69.16,23.7349293,416,393,414.0,1046.0,793.0,1008,612,248,780.0,527,835,18.5,14.0,0.524897481,0.758126195,1.27112232
1786,70.75,22.1801018,462,397,410.0,1052.0,702.0,928,610,254,855.0,572,872,10.0,15.5,0.506159015,0.66730038,1.321937322
1675,56.24,20.04544442,434,390,391.0,990.0,730.0,820,571,221,795.0,524,773,11.5,14.5,0.510447761,0.737373737,1.123287671
1629,80.27,30.24900505,462,451,461.0,1145.0,942.0,1111,650,248,758.0,532,800,36.5,31.0,0.515653775,0.822707424,1.17940552
1616,82.99,31.7792067,461,414,439.0,1158.0,911.0,1086,646,246,729.0,508,782,30.0,48.5,0.524752475,0.786701209,1.192096597
1703,56.24,19.39170591,421,362,359.0,925.0,639.0,885,545,245,797.0,522,781,10.5,9.5,0.528479154,0.690810811,1.384976526
1640,54.65,20.31900654,406,360,352.0,927.0,711.0,864,511,234,752.0,500,780,11.0,9.5,0.529268293,0.766990291,1.215189873
1660,61.9,22.46334737,416,360,421.0,995.0,670.0,888,605,230,740.0,494,746,10.5,7.5,0.534337349,0.673366834,1.325373134
1736,72.34,24.00374822,470,412,432.0,1075.0,725.0,895,628,251,828.0,564,844,15.0,11.5,0.516129032,0.674418605,1.234482759
1616,58.28,22.31705225,438,401,375.0,1000.0,761.0,937,560,228,749.0,490,770,13.0,24.0,0.526608911,0.761,1.231274639
1667,62.36,22.44062285,420,390,383.0,1014.0,722.0,913,596,226,768.0,523,791,18.0,15.5,0.527294541,0.712031558,1.264542936
1590,74.15,29.33032712,441,385,432.0,1085.0,810.0,975,637,235,698.0,490,752,24.0,21.5,0.55408805,0.746543779,1.203703704
1697,65.31,22.67858736,436,400,409.0,1035.0,772.0,908,575,240,770.0,506,820,20.0,18.5,0.539776075,0.74589372,1.176165803
1709,67.57,23.13501543,444,402,416.0,1090.0,713.0,888,612,246,807.0,538,788,20.5,17.0,0.515506144,0.65412844,1.245441795
1766,73.47,23.55746971,430,386,441.0,1095.0,865.0,930,640,239,801.0,537,810,20.5,24.5,0.534541336,0.789954338,1.075144509
1709,58.28,19.9542504,424,405,350.0,910.0,700.0,934,525,236,824.0,533,810,7.0,12.0,0.506143944,0.769230769,1.334285714
1629,61.68,23.24353596,430,387,416.0,1050.0,698.0,896,620,233,735.0,502,740,21.0,12.5,0.544505832,0.664761905,1.283667622
1800,62.13,19.17592593,425,345,426.0,1030.0,705.0,892,577,239,811.0,527,805,12.5,12.0,0.552222222,0.684466019,1.265248227
1742,68.48,22.56666856,426,373,433.0,1100.0,780.0,881,641,260,803.0,545,787,14.0,11.0,0.525258324,0.709090909,1.129487179
1496,59.41,26.54583345,425,375,404.0,1010.0,740.0,915,590,234,659.0,459,690,19.5,17.0,0.552139037,0.732673267,1.236486486
1583,55.1,21.98820459,410,385,369.0,955.0,730.0,887,563,223,696.0,459,715,19.0,23.5,0.54390398,0.764397906,1.215068493
1632,46.94,17.6239307,403,350,365.0,920.0,629.0,783,516,208,741.0,487,734,17.0,10.0,0.541666667,0.683695652,1.244833068
1640,66.44,24.702558,431,398,414.0,1052.0,745.0,908,633,222,723.0,483,751,15.0,11.0,0.542682927,0.708174905,1.218791946
1875,124.49,35.41048889,559,515,517.0,1286.0,1061.0,1151,820,285,864.0,586,874,42.0,52.0,0.524266667,0.82503888,1.084825636
1711,49.89,17.04172233,390,365,349.0,910.0,692.0,813,508,232,858.0,545,800,12.0,8.5,0.502630041,0.76043956,1.174855491
1646,53.51,19.75037242,409,370,369.0,960.0,648.0,792,550,235,714.0,495,745,13.5,12.5,0.549210207,0.675,1.222222222
1611,52.83,20.35586349,395,375,354.0,920.0,681.0,855,536,230,725.0,494,722,12.0,5.5,0.536933582,0.740217391,1.255506608
1685,124.26,43.76546417,526,520,514.0,1287.0,1139.0,1286,790,274,727.0,556,870,25.0,48.0,0.518694362,0.885003885,1.129060579
1651,78.68,28.8649098,457,400,446.0,1143.0,839.0,978,684,250,756.0,521,815,33.5,28.0,0.517262265,0.734033246,1.165673421
1641,109.07,40.50308944,460,440,593.0,1311.0,937.0,1078,800,305,706.0,522,800,42.0,37.0,0.53503961,0.714721587,1.150480256
1531,116.78,49.82164806,550,539,514.0,1380.0,1063.0,1375,830,243,651.0,485,777,37.5,52.5,0.545395167,0.770289855,1.293508937
1612,113.83,43.8053002,576,510,462.0,1282.0,1303.0,1270,705,280,734.0,515,826,37.0,44.5,0.520471464,1.016380655,0.97467383
1860,154.88,44.76818129,576,512,663.0,1610.0,1235.0,1306,995,289,904.0,649,901,37.0,56.0,0.483870968,0.767080745,1.057489879
1596,75.28,29.55383446,461,440,455.0,1200.0,742.0,975,690,240,731.0,510,798,31.0,24.0,0.510025063,0.618333333,1.314016173
1652,93.2,34.15040248,523,485,422.0,1150.0,965.0,1127,630,252,735.0,520,833,30.5,22.0,0.517554479,0.839130435,1.167875648
1608,58.05,22.45071285,406,358,400.0,1036.0,670.0,856,605,235,729.0,503,750,15.5,8.5,0.536069652,0.646718147,1.27761194
1592,71.66,28.27422287,454,413,416.0,1065.0,823.0,1023,627,243,710.0,493,745,25.5,20.5,0.540829146,0.772769953,1.243013366
1615,61.22,23.47190139,433,354,373.0,979.0,818.0,980,566,233,700.0,480,754,13.5,15.5,0.545510836,0.835546476,1.19804401
1672,82.31,29.44286417,457,401,474.0,1172.0,841.0,1049,705,248,744.0,527,803,30.0,22.0,0.531698565,0.717576792,1.247324614
1664,62.81,22.68413115,422,371,376.0,980.0,740.0,908,602,232,755.0,509,792,18.0,19.0,0.536658654,0.755102041,1.227027027
1710,63.27,21.6374269,418,357,416.0,1049.0,710.0,874,609,243,777.0,524,782,15.5,12.0,0.523976608,0.676835081,1.230985915
1535,82.09,34.83962695,432,455,412.0,1190.0,971.0,1128,667,241,680.0,477,766,44.0,43.5,0.532247557,0.815966387,1.16168898
1684,76.19,26.86666742,442,381,436.0,1147.0,872.0,979,663,257,800.0,563,821,28.0,35.0,0.489904988,0.760244115,1.122706422
1552,101.36,42.08072059,495,490,452.0,1370.0,1161.0,1234,689,265,694.0,515,787,43.0,40.0,0.512886598,0.847445255,1.06287683
1555,76.87,31.79040746,430,429,413.0,1097.0,985.0,1097,612,240,662.0,490,727,31.5,25.0,0.536334405,0.897903373,1.113705584
1605,70.07,27.20082297,432,404,390.0,1060.0,928.0,1027,575,232,725.0,495,760,25.5,31.5,0.530218069,0.875471698,1.106681034
1676,68.93,24.53919151,411,403,421.0,1071.0,821.0,969,605,246,783.0,523,782,26.0,24.5,0.517899761,0.766573296,1.180267966
1609,63.04,24.35028879,420,424,386.0,1031.0,752.0,945,582,224,737.0,495,780,29.5,21.5,0.525170914,0.729388943,1.256648936
1633,60.32,22.61981056,415,359,382.0,990.0,766.0,886,592,234,745.0,494,787,24.5,11.5,0.5223515,0.773737374,1.156657963
1677,72.34,25.72245281,453,452,401.0,1019.0,913.0,1010,580,231,766.0,527,830,29.0,24.5,0.519976148,0.895976447,1.106243154
1683,70.29,24.81563035,431,367,405.0,1122.0,709.0,893,679,254,829.0,555,835,16.0,11.5,0.495543672,0.631907308,1.259520451
1617,56.92,21.76931941,417,384,352.0,929.0,725.0,924,544,232,755.0,503,783,22.5,24.0,0.51144094,0.780409042,1.274482759
1655,65.31,23.84425115,439,392,385.0,1005.0,720.0,889,604,251,748.0,500,801,24.0,10.0,0.534138973,0.71641791,1.234722222
1509,45.8,20.11346983,392,341,320.0,861.0,557.0,801,500,226,660.0,447,697,12.0,10.0,0.546056991,0.646922184,1.438061041
1562,54.42,22.30470473,396,370,358.0,947.0,686.0,844,575,226,695.0,476,727,14.0,10.0,0.534571063,0.724392819,1.2303207
1775,57.37,18.2090855,408,373,340.0,884.0,764.0,869,485,238,815.0,549,801,7.0,7.5,0.522816901,0.864253394,1.137434555
1641,66.21,24.58705008,440,407,392.0,1052.0,769.0,965,614,234,756.0,534,810,23.0,20.0,0.514929921,0.730988593,1.254876463
1668,61.68,22.16931491,421,360,399.0,1021.0,692.0,865,594,241,781.0,514,805,12.0,8.0,0.522182254,0.677766895,1.25
1675,73.47,26.18667855,410,399,421.0,1083.0,869.0,957,644,231,747.0,512,792,22.0,15.0,0.534925373,0.802400739,1.101265823
1677,76.64,27.25143467,441,476,380.0,1073.0,938.0,1041,584,229,714.0,502,815,37.0,29.0,0.537268933,0.874184529,1.109808102
1591,60.54,23.91674413,421,399,381.0,1011.0,707.0,864,592,231,729.0,500,779,33.5,18.5,0.522941546,0.699307616,1.222065064
1593,75.28,29.66525315,454,413,413.0,1086.0,885.0,1055,639,238,725.0,505,777,35.0,24.0,0.531073446,0.814917127,1.192090395
1704,75.28,25.92629328,428,377,428.0,1119.0,750.0,920,668,237,792.0,535,803,26.5,20.5,0.520539906,0.670241287,1.226666667
1590,87.07,34.44088446,460,438,439.0,1230.0,975.0,1104,650,244,673.0,483,754,43.0,41.0,0.537106918,0.792682927,1.132307692
1741,68.03,22.44413792,423,416,406.0,1048.0,683.0,834,607,240,786.0,529,838,25.5,18.0,0.537622056,0.651717557,1.221083455
1791,71.66,22.34012671,436,391,413.0,1054.0,741.0,915,623,240,859.0,575,852,27.5,17.5,0.506979341,0.703036053,1.234817814
1576,59.41,23.91922621,400,405,376.0,975.0,678.0,890,552,224,726.0,495,751,30.0,16.0,0.523477157,0.695384615,1.312684366
1686,78.68,27.67892448,436,399,467.0,1150.0,804.0,928,662,254,745.0,527,840,27.0,20.0,0.53143535,0.699130435,1.154228856
1665,86.62,31.24566007,385,444,448.0,1144.0,923.0,1065,666,242,765.0,512,796,45.5,30.5,0.522522523,0.806818182,1.153846154
1728,81.63,27.33772184,423,390,463.0,1139.0,814.0,948,664,259,784.0,534,812,25.5,28.0,0.524884259,0.714661984,1.164619165
1660,58.28,21.14965888,412,363,402.0,1030.0,699.0,922,579,220,777.0,515,772,23.0,10.5,0.51686747,0.678640777,1.319027182
1710,64.85,22.1777641,397,375,378.0,969.0,719.0,903,560,236,772.0,515,775,12.0,11.0,0.531578947,0.742002064,1.255910987
1795,99.77,30.96499872,445,459,490.0,1259.0,960.0,1064,734,255,828.0,563,869,28.0,25.5,0.509192201,0.762509929,1.108333333
1662,83.45,30.21094444,420,382,489.0,1200.0,852.0,923,723,254,749.0,517,780,27.5,14.5,0.526474128,0.71,1.083333333
1713,75.28,25.65457855,449,394,430.0,1106.0,783.0,972,636,254,793.0,539,803,21.5,17.5,0.525977817,0.7079566,1.24137931
1382,44.22,23.15275372,383,353,337.0,870.0,626.0,844,542,190,647.0,435,692,27.0,29.0,0.520984081,0.71954023,1.348242812
1640,104.08,38.69720405,488,470,511.0,1297.0,971.0,1063,796,254,753.0,519,791,45.5,36.0,0.512804878,0.748650732,1.094747683
1666,59.18,21.32185407,420,353,384.0,1025.0,667.0,818,586,233,777.0,516,799,20.5,16.0,0.523409364,0.650731707,1.226386807
1640,93.88,34.90481856,493,470,453.0,1226.0,973.0,1138,713,254,769.0,540,837,37.5,34.0,0.499390244,0.793637847,1.169578623
1701,68.03,23.51212293,415,429,408.0,1056.0,749.0,953,572,254,785.0,530,787,26.0,33.5,0.51734274,0.709280303,1.272363151
1657,76.42,27.83312798,456,410,414.0,1060.0,935.0,1031,632,238,745.0,511,888,35.0,30.5,0.537115269,0.882075472,1.102673797
1614,54.65,20.97891897,399,352,366.0,954.0,645.0,860,554,233,742.0,495,776,20.5,15.5,0.524163569,0.676100629,1.333333333
1512,51.7,22.61449847,389,346,351.0,904.0,694.0,935,529,222,720.0,473,720,27.5,22.0,0.513227513,0.767699115,1.347262248
1553,44.22,18.33478522,358,293,339.0,880.0,628.0,739,505,226,679.0,448,694,13.0,13.0,0.554410818,0.713636364,1.176751592
1657,77.55,28.24468823,460,391,438.0,1140.0,802.0,964,701,238,795.0,532,826,34.5,35.5,0.511164756,0.703508772,1.201995012
1748,73.47,24.04513298,445,403,414.0,1092.0,799.0,1021,625,249,759.0,525,809,27.0,20.5,0.511441648,0.731684982,1.277847309
1760,67.12,21.66838843,428,375,374.0,976.0,766.0,866,575,259,823.0,565,877,13.5,12.5,0.507386364,0.784836066,1.130548303
1677,73.7,26.20603777,441,387,437.0,1134.0,718.0,953,684,240,805.0,537,847,30.0,20.0,0.503279666,0.633156966,1.32729805
1745,68.25,22.41360908,462,369,389.0,1003.0,756.0,938,567,249,835.0,546,872,20.5,9.5,0.507163324,0.753738784,1.240740741
1606,65.53,25.40674835,437,383,410.0,1062.0,766.0,920,629,222,732.0,500,763,34.5,16.5,0.529265255,0.721280603,1.201044386
1645,80.27,29.66343622,439,399,444.0,1170.0,823.0,928,701,246,777.0,524,803,34.5,26.5,0.514285714,0.703418803,1.127582017
1572,97.28,39.36574533,481,442,515.0,1311.0,1043.0,1199,786,246,715.0,535,812,43.0,44.0,0.496819338,0.795575896,1.149568552
1654,95.46,34.89397291,488,446,473.0,1153.0,934.0,1071,737,279,762.0,537,814,44.5,36.5,0.504836759,0.810060711,1.146680942
1666,89.12,32.10888197,479,450,460.0,1246.0,912.0,1065,737,246,776.0,561,826,35.0,28.0,0.50120048,0.731942215,1.167763158
1550,67.12,27.93756504,452,376,450.0,1111.0,736.0,961,647,234,710.0,485,750,29.0,25.5,0.528387097,0.662466247,1.305706522
1737,89.12,29.53762285,510,495,432.0,1164.0,992.0,1092,702,243,815.0,547,847,36.0,33.5,0.521588946,0.852233677,1.100806452
1565,87.76,35.83174269,499,439,489.0,1273.0,880.0,1082,756,247,699.0,490,798,49.0,44.0,0.525239617,0.69128044,1.229545455
1490,62.81,28.2915184,433,391,407.0,1042.0,720.0,970,627,222,674.0,465,746,35.5,29.5,0.517449664,0.690978887,1.347222222
1729,62.36,20.86008722,416,369,361.0,971.0,630.0,835,581,244,834.0,551,816,22.5,15.5,0.505494505,0.648815654,1.325396825
1597,51.47,20.18107684,373,337,368.0,941.0,669.0,776,539,231,710.0,481,728,14.5,11.0,0.546023795,0.710945802,1.159940209
1644,56.24,20.80854364,422,351,345.0,942.0,717.0,817,541,245,759.0,496,788,8.5,10.0,0.528588808,0.761146497,1.139470014
1580,58.5,23.43374459,425,373,362.0,951.0,723.0,881,577,225,729.0,492,760,23.0,23.0,0.512658228,0.760252366,1.218533887
1636,91.61,34.22758711,473,530,447.0,1241.0,1092.0,1184,612,243,707.0,495,755,35.5,44.5,0.532396088,0.879935536,1.084249084
1570,59.18,24.00908759,416,360,383.0,988.0,724.0,916,591,234,753.0,601,770,20.0,19.5,0.503821656,0.732793522,1.26519337
1605,63.95,24.82506963,440,382,380.0,994.0,812.0,930,595,234,763.0,504,778,32.5,28.0,0.504672897,0.816901408,1.145320197
1556,50.79,20.9777559,397,342,341.0,935.0,660.0,823,541,235,706.0,488,756,19.5,15.5,0.519922879,0.705882353,1.246969697
1625,91.38,34.60544379,479,430,507.0,1269.0,868.0,1108,732,240,709.0,503,757,38.0,34.0,0.537230769,0.684003152,1.276497696
1612,66.89,25.74133823,412,330,444.0,1113.0,680.0,883,666,227,749.0,495,747,11.5,5.5,0.518610422,0.610961366,1.298529412
1628,73.47,27.72051144,465,404,389.0,1020.0,842.0,978,602,260,797.0,532,826,28.0,36.5,0.495700246,0.825490196,1.16152019
1575,56.46,22.76039305,421,361,366.0,981.0,712.0,928,540,229,741.0,477,753,24.0,15.0,0.523809524,0.72579001,1.303370787
1571,65.99,26.73780541,414,390,413.0,1052.0,837.0,1013,621,233,707.0,474,748,26.5,20.0,0.530235519,0.795627376,1.210274791
1657,73.47,26.75870077,442,390,432.0,1153.0,768.0,952,669,243,777.0,536,810,36.0,32.0,0.50030175,0.666088465,1.239583333
1633,66.21,24.82854206,426,391,398.0,1024.0,734.0,961,626,239,778.0,513,755,31.0,29.0,0.502755664,0.716796875,1.309264305
1614,55.1,21.15166396,397,383,370.0,963.0,707.0,924,556,223,760.0,517,753,23.0,18.0,0.513011152,0.734164071,1.306930693
1715,68.48,23.28281583,429,371,389.0,1064.0,751.0,949,612,255,838.0,547,825,25.0,27.0,0.503206997,0.705827068,1.263648469
1579,52.83,21.18928736,404,347,362.0,978.0,684.0,838,568,239,712.0,490,777,11.0,8.0,0.526282457,0.699386503,1.225146199
1644,58.28,21.56333434,383,345,375.0,974.0,726.0,834,582,252,800.0,534,765,18.0,21.5,0.515206813,0.745379877,1.148760331
1697,66.89,23.22723486,428,385,396.0,1022.0,688.0,959,582,242,764.0,529,810,22.0,16.0,0.533294048,0.673189824,1.393895349
1539,51.93,21.92507476,385,357,353.0,917.0,600.0,869,537,223,706.0,484,735,22.0,14.0,0.52891488,0.654307525,1.448333333
1659,106.12,38.55710954,525,494,454.0,1303.0,1091.0,1268,674,242,726.0,513,803,35.0,40.0,0.526823388,0.837298542,1.16223648
1603,53.29,20.73856373,389,365,344.0,953.0,752.0,870,568,234,705.0,476,706,22.0,11.0,0.552713662,0.789087093,1.156914894
1535,70.07,29.73824656,439,417,434.0,1088.0,797.0,967,662,220,668.0,453,732,25.0,18.0,0.548534202,0.732536765,1.213299875
1692,77.55,27.08825847,427,381,435.0,1132.0,872.0,906,688,251,733.0,512,885,30.0,22.0,0.544917258,0.770318021,1.038990826
1593,62.59,24.66456157,422,385,380.0,993.0,767.0,1019,545,235,716.0,489,755,25.0,22.0,0.528562461,0.772406848,1.328552803
1567,52.15,21.2381322,391,317,371.0,945.0,672.0,806,545,245,696.0,484,770,12.0,9.5,0.544352265,0.711111111,1.199404762
1716,67.8,23.02476079,425,401,401.0,1038.0,757.0,882,589,249,782.0,534,803,21.0,21.0,0.517482517,0.729287091,1.165125495
1643,70.29,26.03864715,422,383,454.0,1101.0,768.0,976,634,244,742.0,503,769,21.5,24.0,0.533171029,0.697547684,1.270833333
1682,62.81,22.20121847,410,363,399.0,1052.0,726.0,850,566,247,734.0,509,766,11.5,7.5,0.549940547,0.690114068,1.170798898
1699,56.46,19.5593364,391,354,342.0,910.0,679.0,837,530,240,789.0,522,782,15.0,10.0,0.522071807,0.746153846,1.23269514
1730,69.84,23.3352267,409,377,428.0,1086.0,725.0,863,642,246,813.0,525,788,20.5,18.0,0.509248555,0.667587477,1.190344828
1587,49.89,19.80886765,406,343,333.0,883.0,730.0,841,506,234,693.0,477,732,8.0,10.0,0.551984877,0.826727067,1.152054795
1623,74.83,28.4078722,431,392,408.0,1070.0,860.0,1039,608,235,722.0,506,775,30.0,30.0,0.515095502,0.803738318,1.208139535
1540,78.68,33.17591499,406,375,460.0,1130.0,843.0,1032,663,266,622.0,464,731,32.5,14.0,0.54025974,0.746017699,1.224199288
1526,98.64,42.35883395,496,500,426.0,1262.0,1175.0,1300,676,255,648.0,465,741,42.5,46.5,0.541284404,0.931061807,1.106382979
1498,57.14,25.46341272,392,356,393.0,1014.0,735.0,885,562,222,655.0,461,718,30.5,24.0,0.538050734,0.724852071,1.204081633
1771,80.27,25.59270205,415,377,466.0,1167.0,754.0,958,666,275,823.0,554,822,35.0,11.5,0.520609825,0.646101114,1.270557029
1588,57.14,22.65892176,411,371,376.0,984.0,711.0,910,563,238,711.0,479,714,30.0,20.5,0.52581864,0.722560976,1.279887482
1695,92.52,32.20299162,505,481,427.0,1221.0,1030.0,1215,630,241,757.0,533,790,44.0,42.0,0.513274336,0.843570844,1.17961165
1600,56.24,21.96875,425,392,368.0,959.0,750.0,927,527,234,724.0,484,738,15.5,29.0,0.535,0.782064651,1.236
1593,75.28,29.66525315,419,439,410.0,1121.0,925.0,1056,630,236,696.0,489,743,30.0,25.0,0.527934714,0.825156111,1.141621622
1723,78.68,26.50292432,446,429,404.0,1069.0,831.0,958,651,234,822.0,557,799,22.0,19.5,0.514219385,0.777362021,1.152827918
1594,65.53,25.790724,449,385,414.0,1099.0,869.0,951,629,221,722.0,489,761,28.0,18.5,0.530740276,0.790718835,1.094361335
1683,65.08,22.97625869,437,378,406.0,1036.0,715.0,953,616,238,744.0,509,784,20.0,11.0,0.548425431,0.69015444,1.332867133
1553,58.5,24.25565209,395,379,393.0,1049.0,767.0,896,601,232,689.0,479,730,27.0,34.0,0.539600773,0.731172545,1.168187744
1645,63.49,23.46245877,438,399,376.0,1002.0,804.0,927,561,223,758.0,507,788,26.0,12.5,0.520364742,0.80239521,1.152985075
1607,63.95,24.76331575,411,384,401.0,1072.0,746.0,914,612,221,687.0,465,728,21.0,19.5,0.553827007,0.695895522,1.225201072
1687,90.48,31.79233505,472,449,473.0,1231.0,935.0,1102,735,246,781.0,535,800,34.5,32.0,0.512151749,0.759545085,1.178609626
1646,73.02,26.95145195,460,404,396.0,1040.0,851.0,1502,613,245,755.0,509,798,31.0,28.0,0.52490887,0.818269231,1.764982374
1621,56.69,21.57448449,385,352,365.0,978.0,659.0,873,549,238,744.0,500,774,24.0,18.0,0.523750771,0.673824131,1.324734446
1515,84.35,36.75020967,496,475,427.0,1207.0,1035.0,1170,662,241,637.0,465,739,46.0,41.5,0.545874587,0.857497929,1.130434783
1601,58.96,23.0024879,411,330,377.0,1003.0,729.0,931,580,230,712.0,483,754,22.5,24.0,0.544034978,0.726819541,1.277091907
1640,63.04,23.43842951,428,382,372.0,1011.0,791.0,950,604,227,743.0,503,770,27.0,16.0,0.517073171,0.78239367,1.201011378
1535,76.42,32.43323537,449,449,407.0,1104.0,915.0,1082,630,230,670.0,476,762,38.0,36.0,0.53029316,0.828804348,1.182513661
1628,55.78,21.04600692,413,352,372.0,980.0,719.0,852,548,224,753.0,488,772,25.0,15.0,0.539312039,0.733673469,1.184979138
1612,57.6,22.16625926,391,373,391.0,1010.0,714.0,875,562,221,748.0,491,741,24.0,16.0,0.520471464,0.706930693,1.225490196
1636,58.28,21.77473831,415,359,364.0,977.0,700.0,855,564,249,741.0,490,755,19.0,12.0,0.537286064,0.716479017,1.221428571
1679,71.43,25.33840409,418,375,417.0,1093.0,791.0,946,615,235,773.0,520,805,36.5,32.5,0.513996426,0.723696249,1.195954488
1784,74.38,23.37041766,450,414,392.0,1007.0,831.0,1030,604,246,833.0,558,838,17.5,25.5,0.514573991,0.825223436,1.239470517
1582,65.31,26.09556627,421,379,371.0,1038.0,793.0,1006,609,224,716.0,495,762,21.0,22.0,0.511378003,0.763969171,1.268600252
1610,56.69,21.87029821,420,351,352.0,950.0,686.0,891,532,227,714.0,492,740,23.0,14.0,0.536645963,0.722105263,1.298833819
1826,64.85,19.44949968,396,358,382.0,1019.0,752.0,828,562,248,890.0,576,846,17.5,13.5,0.499452355,0.73797841,1.10106383
1657,51.25,18.66589648,394,334,361.0,954.0,658.0,806,533,223,773.0,498,758,16.0,12.5,0.527459264,0.689727463,1.224924012
1717,58.28,19.76873833,419,347,384.0,1023.0,710.0,886,554,225,778.0,522,783,19.0,16.0,0.52708212,0.694037146,1.247887324
1664,95.69,34.55890001,467,483,457.0,1175.0,997.0,1214,711,267,763.0,522,791,46.0,38.5,0.514423077,0.848510638,1.217652959
1610,58.73,22.65730489,414,372,362.0,972.0,781.0,908,558,235,759.0,495,765,26.0,18.5,0.520496894,0.803497942,1.162612036
1651,75.74,27.78632776,435,397,419.0,1082.0,833.0,1037,625,254,744.0,513,808,26.0,39.0,0.523924894,0.76987061,1.244897959
1694,55.33,19.28119106,400,346,365.0,955.0,790.0,928,499,224,765.0,502,750,17.0,9.5,0.527744982,0.827225131,1.174683544
